   8.2425888280753190e-07	   1.8363326965385877e-06	   3.9343135153469622e-06	   8.1061834743119220e-06	   1.6061783237610976e-05	   3.0605604278237646e-05	   5.6083876397925888e-05	   9.8833677460496291e-05	   1.6749496390287079e-04	   2.7297848476514941e-04	   4.2784351221480368e-04	   6.4486877639653543e-04	   9.3473308549153842e-04	   1.3029679927164836e-03	   1.7466655176325754e-03	   2.2517263627126641e-03	   2.7915881438433233e-03	   3.3282576939481254e-03	   3.8160355410477133e-03	   4.2076319474946364e-03	   4.4616237546208455e-03	   4.5496502332846881e-03	   4.4616237546208455e-03	   4.2076319474946364e-03	   3.8160355410477133e-03	   3.3282576939481254e-03	   2.7915881438433233e-03	   2.2517263627126641e-03	   1.7466655176325754e-03	   1.3029679927164836e-03	   9.3473308549153842e-04	   6.4486877639653543e-04	   4.2784351221480368e-04	   2.7297848476514941e-04	   1.6749496390287079e-04	   9.8833677460496291e-05	   5.6083876397925888e-05	   3.0605604278237646e-05	   1.6061783237610976e-05	   8.1061834743119220e-06	   3.9343135153469622e-06	   1.8363326965385877e-06	   8.2425888280753190e-07	
   6.9135011056596278e-07	   1.5402306717806868e-06	   3.2999196497241860e-06	   6.7990906232576533e-06	   1.3471878615837449e-05	   2.5670560964568274e-05	   4.7040553589918173e-05	   8.2897103404234478e-05	   1.4048700502816515e-04	   2.2896168856767130e-04	   3.5885528884703824e-04	   5.4088601186040792e-04	   7.8401074648186062e-04	   1.0928691029208999e-03	   1.4650220020971294e-03	   1.8886436073618815e-03	   2.3414546232453102e-03	   2.7915881438433233e-03	   3.2007135722224439e-03	   3.5291664703849378e-03	   3.7422030146093029e-03	   3.8160355410477133e-03	   3.7422030146093029e-03	   3.5291664703849378e-03	   3.2007135722224439e-03	   2.7915881438433233e-03	   2.3414546232453102e-03	   1.8886436073618815e-03	   1.4650220020971294e-03	   1.0928691029208999e-03	   7.8401074648186062e-04	   5.4088601186040792e-04	   3.5885528884703824e-04	   2.2896168856767130e-04	   1.4048700502816515e-04	   8.2897103404234478e-05	   4.7040553589918173e-05	   2.5670560964568274e-05	   1.3471878615837449e-05	   6.7990906232576533e-06	   3.2999196497241860e-06	   1.5402306717806868e-06	   6.9135011056596278e-07	
   5.5765076709433946e-07	   1.2423673656717834e-06	   2.6617522668969058e-06	   5.4842228903380057e-06	   1.0866568659652799e-05	   2.0706162904804610e-05	   3.7943439066619514e-05	   6.6865735025957557e-05	   1.1331839674779061e-04	   1.8468307057975810e-04	   2.8945670803117406e-04	   4.3628473448515640e-04	   6.3239187714587237e-04	   8.8152049773830945e-04	   1.1817032076710740e-03	   1.5234011542299252e-03	   1.8886436073618815e-03	   2.2517263627126641e-03	   2.5817315301185769e-03	   2.8466653282266459e-03	   3.0185029984464290e-03	   3.0780571438434505e-03	   3.0185029984464290e-03	   2.8466653282266459e-03	   2.5817315301185769e-03	   2.2517263627126641e-03	   1.8886436073618815e-03	   1.5234011542299252e-03	   1.1817032076710740e-03	   8.8152049773830945e-04	   6.3239187714587237e-04	   4.3628473448515640e-04	   2.8945670803117406e-04	   1.8468307057975810e-04	   1.1331839674779061e-04	   6.6865735025957557e-05	   3.7943439066619514e-05	   2.0706162904804610e-05	   1.0866568659652799e-05	   5.4842228903380057e-06	   2.6617522668969058e-06	   1.2423673656717834e-06	   5.5765076709433946e-07	
   4.3257004132225935e-07	   9.6370512589136860e-07	   2.0647228624477569e-06	   4.2541150524278910e-06	   8.4292039597283791e-06	   1.6061783237610976e-05	   2.9432748905695574e-05	   5.1867791582053943e-05	   8.7901149709117821e-05	   1.4325877087638375e-04	   2.2453174556983594e-04	   3.3842633555023513e-04	   4.9054676613145051e-04	   6.8379598959391350e-04	   9.1664790140322098e-04	   1.1817032076710740e-03	   1.4650220020971294e-03	   1.7466655176325754e-03	   2.0026507279554103e-03	   2.2081600372896568e-03	   2.3414546232453102e-03	   2.3876508102774409e-03	   2.3414546232453102e-03	   2.2081600372896568e-03	   2.0026507279554103e-03	   1.7466655176325754e-03	   1.4650220020971294e-03	   1.1817032076710740e-03	   9.1664790140322098e-04	   6.8379598959391350e-04	   4.9054676613145051e-04	   3.3842633555023513e-04	   2.2453174556983594e-04	   1.4325877087638375e-04	   8.7901149709117821e-05	   5.1867791582053943e-05	   2.9432748905695574e-05	   1.6061783237610976e-05	   8.4292039597283791e-06	   4.2541150524278910e-06	   2.0647228624477569e-06	   9.6370512589136860e-07	   4.3257004132225935e-07	
   3.2268623429108868e-07	   7.1889948062592064e-07	   1.5402306717806868e-06	   3.1734614868677781e-06	   6.2879714820794232e-06	   1.1981681239647388e-05	   2.1956081101184062e-05	   3.8692051570300786e-05	   6.5572019048728471e-05	   1.0686739461189621e-04	   1.6749496390287079e-04	   2.5245742740256244e-04	   3.6593539446876078e-04	   5.1009439357134218e-04	   6.8379598959391350e-04	   8.8152049773830945e-04	   1.0928691029208999e-03	   1.3029679927164836e-03	   1.4939264402797760e-03	   1.6472311512073334e-03	   1.7466655176325754e-03	   1.7811266966509800e-03	   1.7466655176325754e-03	   1.6472311512073334e-03	   1.4939264402797760e-03	   1.3029679927164836e-03	   1.0928691029208999e-03	   8.8152049773830945e-04	   6.8379598959391350e-04	   5.1009439357134218e-04	   3.6593539446876078e-04	   2.5245742740256244e-04	   1.6749496390287079e-04	   1.0686739461189621e-04	   6.5572019048728471e-05	   3.8692051570300786e-05	   2.1956081101184062e-05	   1.1981681239647388e-05	   6.2879714820794232e-06	   3.1734614868677781e-06	   1.5402306717806868e-06	   7.1889948062592064e-07	   3.2268623429108868e-07	
   2.3149110424095133e-07	   5.1572957543090527e-07	   1.1049423901815961e-06	   2.2766019302777577e-06	   4.5109127912444552e-06	   8.5955095881995760e-06	   1.5751020399376679e-05	   2.7757198143373435e-05	   4.7040553589918173e-05	   7.6665344093187929e-05	   1.2015881072167767e-04	   1.8110982878349248e-04	   2.6251751560621471e-04	   3.6593539446876078e-04	   4.9054676613145051e-04	   6.3239187714587237e-04	   7.8401074648186062e-04	   9.3473308549153842e-04	   1.0717243085217956e-03	   1.1817032076710740e-03	   1.2530361894880619e-03	   1.2777582121114980e-03	   1.2530361894880619e-03	   1.1817032076710740e-03	   1.0717243085217956e-03	   9.3473308549153842e-04	   7.8401074648186062e-04	   6.3239187714587237e-04	   4.9054676613145051e-04	   3.6593539446876078e-04	   2.6251751560621471e-04	   1.8110982878349248e-04	   1.2015881072167767e-04	   7.6665344093187929e-05	   4.7040553589918173e-05	   2.7757198143373435e-05	   1.5751020399376679e-05	   8.5955095881995760e-06	   4.5109127912444552e-06	   2.2766019302777577e-06	   1.1049423901815961e-06	   5.1572957543090527e-07	   2.3149110424095133e-07	
   1.5970482638906909e-07	   3.5579985925580423e-07	   7.6229552393598141e-07	   1.5706189541244147e-06	   3.1120614614722824e-06	   5.9300091509354491e-06	   1.0866568659652799e-05	   1.9149584711127077e-05	   3.2453097793788112e-05	   5.2891127322614676e-05	   8.2897103404234478e-05	   1.2494697737117184e-04	   1.8110982878349248e-04	   2.5245742740256244e-04	   3.3842633555023513e-04	   4.3628473448515640e-04	   5.4088601186040792e-04	   6.4486877639653543e-04	   7.3937849659771115e-04	   8.1525251798910986e-04	   8.6446486899607975e-04	   8.8152049773830945e-04	   8.6446486899607975e-04	   8.1525251798910986e-04	   7.3937849659771115e-04	   6.4486877639653543e-04	   5.4088601186040792e-04	   4.3628473448515640e-04	   3.3842633555023513e-04	   2.5245742740256244e-04	   1.8110982878349248e-04	   1.2494697737117184e-04	   8.2897103404234478e-05	   5.2891127322614676e-05	   3.2453097793788112e-05	   1.9149584711127077e-05	   1.0866568659652799e-05	   5.9300091509354491e-06	   3.1120614614722824e-06	   1.5706189541244147e-06	   7.6229552393598141e-07	   3.5579985925580423e-07	   1.5970482638906909e-07	
   1.0595748521392038e-07	   2.3605835326710048e-07	   5.0575125706791255e-07	   1.0420401084367678e-06	   2.0647228624477569e-06	   3.9343135153469622e-06	   7.2095146659889392e-06	   1.2704950030369524e-05	   2.1531275587464451e-05	   3.5091054966495995e-05	   5.4998767456361486e-05	   8.2897103404234478e-05	   1.2015881072167767e-04	   1.6749496390287079e-04	   2.2453174556983594e-04	   2.8945670803117406e-04	   3.5885528884703824e-04	   4.2784351221480368e-04	   4.9054676613145051e-04	   5.4088601186040792e-04	   5.7353635231699495e-04	   5.8485204997704167e-04	   5.7353635231699495e-04	   5.4088601186040792e-04	   4.9054676613145051e-04	   4.2784351221480368e-04	   3.5885528884703824e-04	   2.8945670803117406e-04	   2.2453174556983594e-04	   1.6749496390287079e-04	   1.2015881072167767e-04	   8.2897103404234478e-05	   5.4998767456361486e-05	   3.5091054966495995e-05	   2.1531275587464451e-05	   1.2704950030369524e-05	   7.2095146659889392e-06	   3.9343135153469622e-06	   2.0647228624477569e-06	   1.0420401084367678e-06	   5.0575125706791255e-07	   2.3605835326710048e-07	   1.0595748521392038e-07	
   6.7604422966451434e-08	   1.5061313249190303e-07	   3.2268623429108868e-07	   6.6485647612851349e-07	   1.3173623120594983e-06	   2.5102237415049487e-06	   4.5999117275984445e-06	   8.1061834743119220e-06	   1.3737674680400429e-05	   2.2389267898388384e-05	   3.5091054966495995e-05	   5.2891127322614676e-05	   7.6665344093187929e-05	   1.0686739461189621e-04	   1.4325877087638375e-04	   1.8468307057975810e-04	   2.2896168856767130e-04	   2.7297848476514941e-04	   3.1298526003539616e-04	   3.4510338414151133e-04	   3.6593539446876078e-04	   3.7315518841937972e-04	   3.6593539446876078e-04	   3.4510338414151133e-04	   3.1298526003539616e-04	   2.7297848476514941e-04	   2.2896168856767130e-04	   1.8468307057975810e-04	   1.4325877087638375e-04	   1.0686739461189621e-04	   7.6665344093187929e-05	   5.2891127322614676e-05	   3.5091054966495995e-05	   2.2389267898388384e-05	   1.3737674680400429e-05	   8.1061834743119220e-06	   4.5999117275984445e-06	   2.5102237415049487e-06	   1.3173623120594983e-06	   6.6485647612851349e-07	   3.2268623429108868e-07	   1.5061313249190303e-07	   6.7604422966451434e-08	
   4.1480926213587883e-08	   9.2413661141584215e-08	   1.9799479512474534e-07	   4.0794464650040547e-07	   8.0831114985212367e-07	   1.5402306717806868e-06	   2.8224277434660899e-06	   4.9738165613602346e-06	   8.4292039597283791e-06	   1.3737674680400429e-05	   2.1531275587464451e-05	   3.2453097793788112e-05	   4.7040553589918173e-05	   6.5572019048728471e-05	   8.7901149709117821e-05	   1.1331839674779061e-04	   1.4048700502816515e-04	   1.6749496390287079e-04	   1.9204244201465395e-04	   2.1174957769756286e-04	   2.2453174556983594e-04	   2.2896168856767130e-04	   2.2453174556983594e-04	   2.1174957769756286e-04	   1.9204244201465395e-04	   1.6749496390287079e-04	   1.4048700502816515e-04	   1.1331839674779061e-04	   8.7901149709117821e-05	   6.5572019048728471e-05	   4.7040553589918173e-05	   3.2453097793788112e-05	   2.1531275587464451e-05	   1.3737674680400429e-05	   8.4292039597283791e-06	   4.9738165613602346e-06	   2.8224277434660899e-06	   1.5402306717806868e-06	   8.0831114985212367e-07	   4.0794464650040547e-07	   1.9799479512474534e-07	   9.2413661141584215e-08	   4.1480926213587883e-08	
   2.4476631336413101e-08	   5.4530487158452315e-08	   1.1683069905053260e-07	   2.4071571272637047e-07	   4.7695979395854769e-07	   9.0884321464024048e-07	   1.6654286597837402e-06	   2.9348976847937750e-06	   4.9738165613602346e-06	   8.1061834743119220e-06	   1.2704950030369524e-05	   1.9149584711127077e-05	   2.7757198143373435e-05	   3.8692051570300786e-05	   5.1867791582053943e-05	   6.6865735025957557e-05	   8.2897103404234478e-05	   9.8833677460496291e-05	   1.1331839674779061e-04	   1.2494697737117184e-04	   1.3248934537613902e-04	   1.3510331983372536e-04	   1.3248934537613902e-04	   1.2494697737117184e-04	   1.1331839674779061e-04	   9.8833677460496291e-05	   8.2897103404234478e-05	   6.6865735025957557e-05	   5.1867791582053943e-05	   3.8692051570300786e-05	   2.7757198143373435e-05	   1.9149584711127077e-05	   1.2704950030369524e-05	   8.1061834743119220e-06	   4.9738165613602346e-06	   2.9348976847937750e-06	   1.6654286597837402e-06	   9.0884321464024048e-07	   4.7695979395854769e-07	   2.4071571272637047e-07	   1.1683069905053260e-07	   5.4530487158452315e-08	   2.4476631336413101e-08	
   1.3889439326566355e-08	   3.0943714534306547e-08	   6.6296414879961346e-08	   1.3659585099401407e-07	   2.7065424274881639e-07	   5.1572957543090527e-07	   9.4505939174638112e-07	   1.6654286597837402e-06	   2.8224277434660899e-06	   4.5999117275984445e-06	   7.2095146659889392e-06	   1.0866568659652799e-05	   1.5751020399376679e-05	   2.1956081101184062e-05	   2.9432748905695574e-05	   3.7943439066619514e-05	   4.7040553589918173e-05	   5.6083876397925888e-05	   6.4303333844421912e-05	   7.0902055000231413e-05	   7.5182025611537711e-05	   7.6665344093187929e-05	   7.5182025611537711e-05	   7.0902055000231413e-05	   6.4303333844421912e-05	   5.6083876397925888e-05	   4.7040553589918173e-05	   3.7943439066619514e-05	   2.9432748905695574e-05	   2.1956081101184062e-05	   1.5751020399376679e-05	   1.0866568659652799e-05	   7.2095146659889392e-06	   4.5999117275984445e-06	   2.8224277434660899e-06	   1.6654286597837402e-06	   9.4505939174638112e-07	   5.1572957543090527e-07	   2.7065424274881639e-07	   1.3659585099401407e-07	   6.6296414879961346e-08	   3.0943714534306547e-08	   1.3889439326566355e-08	
   7.5796237881160946e-09	   1.6886334232966112e-08	   3.6178701780267875e-08	   7.4541897423597501e-08	   1.4769907470416393e-07	   2.8143944951717976e-07	   5.1572957543090527e-07	   9.0884321464024048e-07	   1.5402306717806868e-06	   2.5102237415049487e-06	   3.9343135153469622e-06	   5.9300091509354491e-06	   8.5955095881995760e-06	   1.1981681239647388e-05	   1.6061783237610976e-05	   2.0706162904804610e-05	   2.5670560964568274e-05	   3.0605604278237646e-05	   3.5091054966495995e-05	   3.8692051570300786e-05	   4.1027679833987884e-05	   4.1837143469237954e-05	   4.1027679833987884e-05	   3.8692051570300786e-05	   3.5091054966495995e-05	   3.0605604278237646e-05	   2.5670560964568274e-05	   2.0706162904804610e-05	   1.6061783237610976e-05	   1.1981681239647388e-05	   8.5955095881995760e-06	   5.9300091509354491e-06	   3.9343135153469622e-06	   2.5102237415049487e-06	   1.5402306717806868e-06	   9.0884321464024048e-07	   5.1572957543090527e-07	   2.8143944951717976e-07	   1.4769907470416393e-07	   7.4541897423597501e-08	   3.6178701780267875e-08	   1.6886334232966112e-08	   7.5796237881160946e-09	
   3.9777771809565663e-09	   8.8619273013540237e-09	   1.8986537907569563e-08	   3.9119495490222565e-08	   7.7512291563569596e-08	   1.4769907470416393e-07	   2.7065424274881639e-07	   4.7695979395854769e-07	   8.0831114985212367e-07	   1.3173623120594983e-06	   2.0647228624477569e-06	   3.1120614614722824e-06	   4.5109127912444552e-06	   6.2879714820794232e-06	   8.4292039597283791e-06	   1.0866568659652799e-05	   1.3471878615837449e-05	   1.6061783237610976e-05	   1.8415742206133144e-05	   2.0305540766026724e-05	   2.1531275587464451e-05	   2.1956081101184062e-05	   2.1531275587464451e-05	   2.0305540766026724e-05	   1.8415742206133144e-05	   1.6061783237610976e-05	   1.3471878615837449e-05	   1.0866568659652799e-05	   8.4292039597283791e-06	   6.2879714820794232e-06	   4.5109127912444552e-06	   3.1120614614722824e-06	   2.0647228624477569e-06	   1.3173623120594983e-06	   8.0831114985212367e-07	   4.7695979395854769e-07	   2.7065424274881639e-07	   1.4769907470416393e-07	   7.7512291563569596e-08	   3.9119495490222565e-08	   1.8986537907569563e-08	   8.8619273013540237e-09	   3.9777771809565663e-09	
   2.0075349773902946e-09	   4.4725051744300912e-09	   9.5822710058954467e-09	   1.9743125851910603e-08	   3.9119495490222565e-08	   7.4541897423597501e-08	   1.3659585099401407e-07	   2.4071571272637047e-07	   4.0794464650040547e-07	   6.6485647612851349e-07	   1.0420401084367678e-06	   1.5706189541244147e-06	   2.2766019302777577e-06	   3.1734614868677781e-06	   4.2541150524278910e-06	   5.4842228903380057e-06	   6.7990906232576533e-06	   8.1061834743119220e-06	   9.2941974704889093e-06	   1.0247955445513495e-05	   1.0866568659652799e-05	   1.1080962751776190e-05	   1.0866568659652799e-05	   1.0247955445513495e-05	   9.2941974704889093e-06	   8.1061834743119220e-06	   6.7990906232576533e-06	   5.4842228903380057e-06	   4.2541150524278910e-06	   3.1734614868677781e-06	   2.2766019302777577e-06	   1.5706189541244147e-06	   1.0420401084367678e-06	   6.6485647612851349e-07	   4.0794464650040547e-07	   2.4071571272637047e-07	   1.3659585099401407e-07	   7.4541897423597501e-08	   3.9119495490222565e-08	   1.9743125851910603e-08	   9.5822710058954467e-09	   4.4725051744300912e-09	   2.0075349773902946e-09	
   9.7435149588059745e-10	   2.1707178983773453e-09	   4.6507284773013220e-09	   9.5822710058954467e-09	   1.8986537907569563e-08	   3.6178701780267875e-08	   6.6296414879961346e-08	   1.1683069905053260e-07	   1.9799479512474534e-07	   3.2268623429108868e-07	   5.0575125706791255e-07	   7.6229552393598141e-07	   1.1049423901815961e-06	   1.5402306717806868e-06	   2.0647228624477569e-06	   2.6617522668969058e-06	   3.2999196497241860e-06	   3.9343135153469622e-06	   4.5109127912444552e-06	   4.9738165613602346e-06	   5.2740587575642911e-06	   5.3781143315498335e-06	   5.2740587575642911e-06	   4.9738165613602346e-06	   4.5109127912444552e-06	   3.9343135153469622e-06	   3.2999196497241860e-06	   2.6617522668969058e-06	   2.0647228624477569e-06	   1.5402306717806868e-06	   1.1049423901815961e-06	   7.6229552393598141e-07	   5.0575125706791255e-07	   3.2268623429108868e-07	   1.9799479512474534e-07	   1.1683069905053260e-07	   6.6296414879961346e-08	   3.6178701780267875e-08	   1.8986537907569563e-08	   9.5822710058954467e-09	   4.6507284773013220e-09	   2.1707178983773453e-09	   9.7435149588059745e-10	
   4.5477654559744264e-10	   1.0131780896978965e-09	   2.1707178983773453e-09	   4.4725051744300912e-09	   8.8619273013540237e-09	   1.6886334232966112e-08	   3.0943714534306547e-08	   5.4530487158452315e-08	   9.2413661141584215e-08	   1.5061313249190303e-07	   2.3605835326710048e-07	   3.5579985925580423e-07	   5.1572957543090527e-07	   7.1889948062592064e-07	   9.6370512589136860e-07	   1.2423673656717834e-06	   1.5402306717806868e-06	   1.8363326965385877e-06	   2.1054592160700821e-06	   2.3215185934172952e-06	   2.4616560175497088e-06	   2.5102237415049487e-06	   2.4616560175497088e-06	   2.3215185934172952e-06	   2.1054592160700821e-06	   1.8363326965385877e-06	   1.5402306717806868e-06	   1.2423673656717834e-06	   9.6370512589136860e-07	   7.1889948062592064e-07	   5.1572957543090527e-07	   3.5579985925580423e-07	   2.3605835326710048e-07	   1.5061313249190303e-07	   9.2413661141584215e-08	   5.4530487158452315e-08	   3.0943714534306547e-08	   1.6886334232966112e-08	   8.8619273013540237e-09	   4.4725051744300912e-09	   2.1707178983773453e-09	   1.0131780896978965e-09	   4.5477654559744264e-10	
   2.0413164134571061e-10	   4.5477654559744264e-10	   9.7435149588059745e-10	   2.0075349773902946e-09	   3.9777771809565663e-09	   7.5796237881160946e-09	   1.3889439326566355e-08	   2.4476631336413101e-08	   4.1480926213587883e-08	   6.7604422966451434e-08	   1.0595748521392038e-07	   1.5970482638906909e-07	   2.3149110424095133e-07	   3.2268623429108868e-07	   4.3257004132225935e-07	   5.5765076709433946e-07	   6.9135011056596278e-07	   8.2425888280753190e-07	   9.4505939174638112e-07	   1.0420401084367678e-06	   1.1049423901815961e-06	   1.1267425672210327e-06	   1.1049423901815961e-06	   1.0420401084367678e-06	   9.4505939174638112e-07	   8.2425888280753190e-07	   6.9135011056596278e-07	   5.5765076709433946e-07	   4.3257004132225935e-07	   3.2268623429108868e-07	   2.3149110424095133e-07	   1.5970482638906909e-07	   1.0595748521392038e-07	   6.7604422966451434e-08	   4.1480926213587883e-08	   2.4476631336413101e-08	   1.3889439326566355e-08	   7.5796237881160946e-09	   3.9777771809565663e-09	   2.0075349773902946e-09	   9.7435149588059745e-10	   4.5477654559744264e-10	   2.0413164134571061e-10	
